Product Name,Current Price,Reviewer,Rating,Comment,Time Used
Laptop Apple MacBook Air 13 inch M1 8GB/256GB,18.590.000₫,Nguyễn Hà,3,Đổi trả trong tháng mất phí bao nhiêu thế ad,Đã dùng khoảng 2 tuần
Laptop Apple MacBook Air 13 inch M1 8GB/256GB,18.590.000₫,Anh Minh,4,id xem có cách nào mở được file này không không mở được file này trong word,Đã dùng khoảng 7 tháng
Laptop Apple MacBook Air 13 inch M1 8GB/256GB,18.590.000₫,Yến,4,Tốt,Đã dùng khoảng 2 tuần
Laptop Apple MacBook Air 13 inch M1 8GB/256GB,18.590.000₫,Dung,4,Máy mới mua được 1 tháng hiện tại máy sử dụng chưa phát hiện sự cố gì tạm thời ổn,Đã dùng khoảng 1 tháng
Laptop Apple MacBook Air 13 inch M1 8GB/256GB,18.590.000₫,Đỗ Thủy,5,Đổi trả trong tháng mất phí bn % vậy,Đã dùng khoảng 1 tuần
Laptop Apple MacBook Air 13 inch M1 8GB/256GB,18.590.000₫,Vũ Văn Thành,3,Máy mình có 3 chấm đen tròn ở dưới cùng màn hình là sao nhỉ,Đã dùng khoảng 1 ngày
Laptop Apple MacBook Air 13 inch M1 8GB/256GB,18.590.000₫,Lê Nguyên Bảo,5,Máy sài oke,Đã dùng khoảng 2 tuần
Laptop Apple MacBook Air 13 inch M1 8GB/256GB,18.590.000₫,Lê Ngọc Thanh Tâm,5,"Máy đẹp, ổn định.",Đã dùng khoảng 1 tuần
Laptop Apple MacBook Air 13 inch M1 8GB/256GB,18.590.000₫,Thanh Tiền,5,máy sài tốt nhé,Đã dùng khoảng 1 tuần
Laptop Apple MacBook Air 13 inch M1 8GB/256GB,18.590.000₫,Nguyễn Sỹ Tiến,5,Laptop dùng ổn. Mượt mà OK,Đã dùng khoảng 1 tháng
N/A,N/A,Binh,5,"Máy dùng ổn,khá nhanh so với giá Ngoại hình đẹp có nắp lưng bằng kim loại nhìn khá chắc.Dùng đc 1 thời gian,hết bh nên nâng cấp ram lên 16 cho thoải mái. Khuyến khích hs,sv hoặc nv văn phòng,coder như m dùng cũng đc.",Đã dùng khoảng 4 ngày
Laptop Asus TUF Gaming A15 FA506NF R5 7535HS/16GB/512GB/4GB RTX2050/144Hz/Win11 (HN012W),16.990.000₫,Nguyễn Đức Anh,5,Mình muốn nâng ổ SSD thì làm như nào ạ,Đã dùng khoảng 1 tuần
Laptop Asus TUF Gaming A15 FA506NF R5 7535HS/16GB/512GB/4GB RTX2050/144Hz/Win11 (HN012W),16.990.000₫,Em Tới,5,Sản phẩm rất tốt,Đã dùng khoảng 1 tuần
Laptop Asus TUF Gaming A15 FA506NF R5 7535HS/16GB/512GB/4GB RTX2050/144Hz/Win11 (HN012W),16.990.000₫,Hồ Mậu Thương,4,,Đã dùng khoảng 1 tuần
N/A,N/A,NGUYỄN THỊ THANH NHÀN,5,"Mình chỉ sử dụng mục đích học tập, văn phòng nên máy khá ổn.Thế giới di động tại 09 Nguyễn Oanh hỗ trợ tốt về kỹ thuật + chăm sóc khách hàng.",Đã dùng khoảng 1 ngày
N/A,N/A,bùi tiên,3,tôi không bật được micro trên laptop. xin được hỗ trợ,Đã dùng khoảng 1 tuần
