Product Name,Current Price,Reviewer,Rating,Comment,Time Used
Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/Chuột/Win11 (L1341W),17.490.000₫,Huỳnh quang tiến,5,nice,Đã dùng khoảng 1 tuần
Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/Chuột/Win11 (L1341W),17.490.000₫,HỒ CÔNG TÂM,5,"Mình có thể dễ dàng mang theo máy đi học, đi làm hay đi cà phê mà không cảm thấy nặng nề. Máy cũng được trang bị nhiều cổng kết nối đa dạng, giúp mình kết nối với các thiết bị ngoại vi khác một cách dễ dàng. Màu sắc hiển thị rực rỡ, sống động, độ đen sâu và chi tiết hiển thị sắc nét. Nhờ vậy, mình có thể tận hưởng những bộ phim bom tấn hay những tựa game yêu thích một cách trọn vẹn nhất. Phục vụ của nv bán hàng cunxg khá nhiệt tình nha.",Đã dùng khoảng 6 ngày
Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/Chuột/Win11 (L1341W),17.490.000₫,Lê Sỹ Lâm,5,Máy tốt trong tầm giá,Đã dùng khoảng 1 tuần
Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/Chuột/Win11 (L1341W),17.490.000₫,Huy,5,"Máy khởi động nhanh, màng hình đẹp, chạy không thấy bị nóng",Đã dùng khoảng 1 ngày
Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/Chuột/Win11 (L1341W),17.490.000₫,Nguyễn Mạnh Toàn,5,mình muốn nâng ram lên 24 thì nên mang đi đâu và nâng xong thì còn bảo hành k,Đã dùng khoảng 3 tháng
Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/Chuột/Win11 (L1341W),17.490.000₫,Chị Tươi,1,Wifi kết nối chậmLoa nhỏK có tổ hợp đèn bàn phím bất tiện cho người dùngkhông bật được đèn bàn phím,Đã dùng khoảng 6 ngày
Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/Chuột/Win11 (L1341W),17.490.000₫,bùi trung dũng,5,Tốt,Đã dùng khoảng 1 tuần
Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/Chuột/Win11 (L1341W),17.490.000₫,Phạm Phú Thạnh,5,sao mình không thể kết nối wifi được vậy ạ,Đã dùng khoảng 1 ngày
Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/Chuột/Win11 (L1341W),17.490.000₫,Nguyễn Thị Hồng Thắm,5,Mơi thi thây ổn..tg nua se danh gia them ạ,Đã dùng khoảng 1 tuần
Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/Chuột/Win11 (L1341W),17.490.000₫,Lê Thiên Hoàng,5,máy xài rất tốt,Đã dùng khoảng 1 ngày
Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/Chuột/Win11 (L1341W),17.490.000₫,Nguyễn Văn Dũng,1,Máy đang bị lỗi loa bảo hành lâu,Đã dùng khoảng 1 tháng
Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/Chuột/Win11 (L1341W),17.490.000₫,Bùi Thị Thanh Tuyền,2,loa nhỏ chạy chậm lâu lâu k nhạy một trải nghiệm tệ đáng nhớ,Đã dùng khoảng 1 tuần
Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/Chuột/Win11 (L1341W),17.490.000₫,Đỗ Thị Ngọc Châm,5,,Đã dùng khoảng 1 tuần
Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/Chuột/Win11 (L1341W),17.490.000₫,Nguyễn Đình Tới,5,,Đã dùng khoảng 3 tháng
Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/Chuột/Win11 (L1341W),17.490.000₫,Hoàng Thanh Trúc,4,,Đã dùng khoảng 1 tháng
Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/Chuột/Win11 (L1341W),17.490.000₫,Hoàng Văn Thái,5,,Đã dùng khoảng 3 tuần
Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/Chuột/Win11 (L1341W),17.490.000₫,Uyên,4,,Đã dùng khoảng 1 tuần
Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/16GB/1TB/4GB RTX3050/144Hz/Win11 (HN229W),20.990.000₫,Mai Trung Kiên,3,Xin cách đổi màu bàn phím,Đã dùng khoảng 1 ngày
Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/16GB/1TB/4GB RTX3050/144Hz/Win11 (HN229W),20.990.000₫,Trần Lê Pháp,4,sản phẩm tốt,Đã dùng khoảng 1 tuần
Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/16GB/1TB/4GB RTX3050/144Hz/Win11 (HN229W),20.990.000₫,Trần Thanh Thế,4,"Tàm tạm, lâu lâu bị đơ xíu.",Đã dùng khoảng 2 tuần
Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/16GB/1TB/4GB RTX3050/144Hz/Win11 (HN229W),20.990.000₫,Duy Khang,5,Tưởng gaming nặng nhưng máy này nhẹ. Sd mượt lắm. Màn nhưng FHD nhưng máy này màu đẹp ko nhợt. Nói chung thấy ok.,Đã dùng khoảng 1 ngày
Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/16GB/1TB/4GB RTX3050/144Hz/Win11 (HN229W),20.990.000₫,Văn,3,Thỉnh thoảng bị đơ,Đã dùng khoảng 1 tuần
Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/16GB/1TB/4GB RTX3050/144Hz/Win11 (HN229W),20.990.000₫,Ngoc,2,"mua được 1 tuần, máy nóng, log in chậm, lâu lâu bị đơ",Đã dùng khoảng 1 tuần
Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/16GB/1TB/4GB RTX3050/144Hz/Win11 (HN229W),20.990.000₫,Đào Duy Hùng,3,Mình chưa dùng hết tính năng nên cũng không biết,Đã dùng khoảng 1 tuần
Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/16GB/1TB/4GB RTX3050/144Hz/Win11 (HN229W),20.990.000₫,Nguyễn Hữu Tiến,4,"Máy xài khởi động hơn chậm cho dù chưa cài gì nhiều. Máy mới mua 21.990.000d mà giờ giảm còn 20.990.000d rồi, thật đau lòng D",Đã dùng khoảng 7 ngày
Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/16GB/1TB/4GB RTX3050/144Hz/Win11 (HN229W),20.990.000₫,Nguyễn Văn Long,5,Tuyệt vời,Đã dùng khoảng 1 tuần
Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/16GB/1TB/4GB RTX3050/144Hz/Win11 (HN229W),20.990.000₫,Phúc,3,Hiện tại vẫn ổn,Đã dùng khoảng 1 tuần
Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/16GB/1TB/4GB RTX3050/144Hz/Win11 (HN229W),20.990.000₫,Hiệp,4,,Đã dùng khoảng 2 tuần
Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/16GB/1TB/4GB RTX3050/144Hz/Win11 (HN229W),20.990.000₫,Anh Phương,5,,Đã dùng khoảng 1 tuần
Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/16GB/1TB/4GB RTX3050/144Hz/Win11 (HN229W),20.990.000₫,Phạm Nguyễn Khả Vân,5,,Đã dùng khoảng 1 tuần
N/A,N/A,trần thị tường vy,3,sao máy để trên web win 11 mà e mua về xem thi chỉ 10 ạ,Đã dùng khoảng 2 tháng
N/A,N/A,Vinh,4,Máy tốt dùng rất mượt,Đã dùng khoảng 1 tuần
N/A,N/A,Trương Bích Ngọc,3,"Em mua máy đầu tháng 9/2023. Hiện máy có hiện tượng không cầm pin, nóng ở nút nguồn. Và bị lỗi window hello. Của hàng có hỗ trợ giải đáp và khác phục nếu nó là lỗi giúp em được không ạ.",Đã dùng khoảng 9 tháng
N/A,N/A,pnk,5,"máy dùng ổn ạ, pin 0 khỏe mấy thui nma e 0 biết chơi mấy game nặng nên v là oki rùiđã dùng từ t10/2023",Đã dùng khoảng 7 tháng
N/A,N/A,Nguyen Quoc Tung,5,hàng ok ạ. máy chạy trơn tuồn tuột + mát.,Đã dùng khoảng 2 tuần
N/A,N/A,Nguyễn Thị Thảo Linh,4,"Sp nhỏ, gọn, tiện lợi",Đã dùng khoảng 2 tuần
Laptop Asus Vivobook 15 X1504VA i7 1355U/16GB/512GB/Win11 (NJ023W),18.690.000₫,Lê thanh hòa,1,Sao mới mua mà lỗi tuochpad rùi,Đã dùng khoảng 1 ngày
Laptop Asus Vivobook 15 X1504VA i7 1355U/16GB/512GB/Win11 (NJ023W),18.690.000₫,Nguyễn Phúc Hưng,2,"Mình mua con máy này dùng được 1 tuần thì touchPad của máy có dấu hiệu bị đơ. Mình đã yêu cầu đổi máy và nó tiếp tục bị đơ tiếp tục. Đơ đến nối mình không sử dụng được chuột. Bên mình cho mình hỏi lý do tại sao với ạ mình đã update win với làm các thao tác để chỉnh touchPad của chuột giảm đơ hết rồi, nhưng mà không có hiệu quả",Đã dùng khoảng 2 tuần
Laptop Asus Vivobook 15 X1504VA i7 1355U/16GB/512GB/Win11 (NJ023W),18.690.000₫,Như,4,Dạ cho e hỏi là con chuột trên máy e nó hong hiện thị nữa thì làm sao ạ,Đã dùng khoảng 2 tháng
Laptop Asus Vivobook 15 X1504VA i7 1355U/16GB/512GB/Win11 (NJ023W),18.690.000₫,Huỳnh Kim Yến,3,Mua phần mềm Microsoft bên mình giá bao nhiêu vậy ạ.,Đã dùng khoảng 2 tháng
Laptop Asus Vivobook 15 X1504VA i7 1355U/16GB/512GB/Win11 (NJ023W),18.690.000₫,TRẦN TRÍ KIÊN,5,Máy tốt sp ok nhân viên nhiệt tình chu đáo và tận tình với khách hàng,Đã dùng khoảng 2 tuần
Laptop Asus Vivobook 15 X1504VA i7 1355U/16GB/512GB/Win11 (NJ023W),18.690.000₫,Hải,5,Ok.,Đã dùng khoảng 1 tuần
Laptop Asus Vivobook 15 X1504VA i7 1355U/16GB/512GB/Win11 (NJ023W),18.690.000₫,Văn Thị Phương Uyên,5,Tốt,Đã dùng khoảng 4 ngày
Laptop Asus Vivobook 15 X1504VA i7 1355U/16GB/512GB/Win11 (NJ023W),18.690.000₫,Phạm Đình Tuấn,4,Dich vu tot,Đã dùng khoảng 3 ngày
Laptop Asus Vivobook 15 X1504VA i7 1355U/16GB/512GB/Win11 (NJ023W),18.690.000₫,Chị Thuỳ Trang,2,Máy rất hay hị rớt mạng và máy chạy chậm,Đã dùng khoảng 2 tuần
Laptop Asus Vivobook 15 X1504VA i7 1355U/16GB/512GB/Win11 (NJ023W),18.690.000₫,Cẩm thu,5,Ok,Đã dùng khoảng 2 ngày
Laptop Asus Vivobook 15 X1504VA i7 1355U/16GB/512GB/Win11 (NJ023W),18.690.000₫,Anh Quí,5,,Đã dùng khoảng 1 tuần
Laptop Asus Vivobook 15 X1504VA i7 1355U/16GB/512GB/Win11 (NJ023W),18.690.000₫,Đường Ngọc Vân Thảo,3,,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Trung,2,Nhanh hết pin. Chắc được 3 tiếng.,Đã dùng khoảng 1 ngày
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,huệ nguyễn,1,"máy mới mua, mới dùng được 5,10 phút đã nóng máy, pin tụt nhanh, dùng được 1.5 chỉ một tác vụ, đã đổi máy một lần vẫn vậy, điện máy làm ăn lằng nhằng, không giải quyết được vấn đề khách hàng khiếu nại, chưa bao giờ thấy thất vọng về điên máy như vậy,",Đã dùng khoảng 1 tháng
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Trần Trang,3,"Vỏ máy dễ bám vân tay, máy nhanh hết pin.",Đã dùng khoảng 4 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Anh Trung,4,"Máy kiểu dáng đẹp, gọn, nhẹ, giao diện Win 11 đẹp, sang, dùng khá ok. Tuy nhiên, pin khá là nóng, dùng được 5 phút sờ vào máy là thấy nóng hổi. Mình mua và dùng được 1 tuần rồi. Nếu vừa mở youtube vừa làm việc thì pin dùng được khoảng 3.5 tiếng đến 4 tiếng.",Đã dùng khoảng 7 ngày
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Anh Minh Tâm,3,Tạm ổn,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,CÔNG TY TNHH MỘT THÀNH VIÊN PHONG MẬU,4,"Máy dùng khỏe. Nhẹ dễ cầm. Có 1 vài điểm k đuợc ưng lắm đó là vỏ nhựa nhám bẩn khó lau, lỗ thoát khí xả thẳng góc phải màn hình bên gây nóng màn hình.",Đã dùng khoảng 2 tháng
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Chị Huấn,5,sản phẩm dùng tốt,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Võ Trần Chí,3,E mới mua được mấy ngày. Mà mới bật máy lên cỡ 5p là nó nóng kinh khủng. Giờ liên hệ đmx kiển tra được không ad,Đã dùng khoảng 6 ngày
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Quách Thị Phượng,4,Mới dùng nên mọi thứ thấy ổn.,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Vũ Đình Chất,3,Win dung ko tien,Đã dùng khoảng 2 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Tuấn,5,Tốt nhen.,Đã dùng khoảng 3 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Thu Hương,5,"Truy cập nhanh, màn hình hd sắc nét",Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Huỳnh Dũng,4,,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Nguyễn Đình Thi,5,,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Lê văn tùng,5,,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Nguyễn Thị Mến,4,,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,16.490.000₫,Vũ Đức Hoàng,4,,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),15.490.000₫,LƯƠNG HOÀNG BẢO KHÁNH,5,Máy chạy êm ko nghe tiếng ồn như các bạn khác feedback đâu ạ. Nên mua và nhân viên phục vụ nhiệt tình cài các phần mền mình cần nữa,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),15.490.000₫,Nguyễn đình Khương,1,Mọi người lưu ý lúc mua sản phẩmKiểm trả khuyến mãi Kg lấy máy trân bàyĐể phải gặp trường hợp như mình,Đã dùng khoảng 2 ngày
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),15.490.000₫,Truong,5,TGDD nơi mua sắm đáng tin cậy,Đã dùng khoảng 2 tháng
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),15.490.000₫,Hà Đình Dũng,4,Tốt,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),15.490.000₫,Trần Trọng Nghĩa,4,Tốt,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),15.490.000₫,Dương Thị Thúy Loan,2,Sử dụng được 2 ngày đang bị đứng máy.,Đã dùng khoảng 2 ngày
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),15.490.000₫,Hoàng Anh,2,Pin kém quá dùng dc. Hơn 2 tiêng ah làm văn phòng chứ k phải xem video ah,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),15.490.000₫,VŨ ĐÌNH NGHĨA,5,Laptop dùng rất tốt và ổn định,Đã dùng khoảng 2 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),15.490.000₫,Tràn Văn Thái,2,Chưa tốt,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),15.490.000₫,Phan Tú Nhi,5,Máy hoạt động ổn,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),15.490.000₫,Nguyễn Đình Tuyển,5,Tuyệt vời,Đã dùng khoảng 1 ngày
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),15.490.000₫,Anh Hoàn,4,Tôt,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),15.490.000₫,A Huân,4,Dùng máy hài lòng,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),15.490.000₫,Phạm Thị Ái Vân,4,Máy ok,Đã dùng khoảng 4 ngày
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),15.490.000₫,Nguyễn Đức Ngọc,5,,Đã dùng khoảng 1 tháng
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),15.490.000₫,Thúy Ly,5,,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),15.490.000₫,Lê Thị Thu Uyên,4,,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),15.490.000₫,Em Bình,5,,Đã dùng khoảng 7 ngày
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),15.490.000₫,Trần Duy Hưng,5,,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),15.490.000₫,Trần Duy Hưng,5,,Đã dùng khoảng 1 tuần
Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2),15.490.000₫,Anh Lâm,5,Ok,Đã dùng khoảng 5 ngày
Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2),15.490.000₫,Trương Thị Hương Giang,3,"Máy nhanh nóng, hết pin nhanh, tầm hơn 3 tiếng đã hết pin, vỏ nhựa dễ xước",Đã dùng khoảng 1 tuần
Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2),15.490.000₫,Chị Huyền,3,Tôi mới mua được 1 tuần dùng mượt nhưng lại bị nóng cả trên bàn phím không biết có phải là vấn đề bất thường không,Đã dùng khoảng 5 ngày
Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2),15.490.000₫,Chị Huyền,3,Ok,Đã dùng khoảng 1 tuần
Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2),15.490.000₫,Tiến,3,Pin hết quá nhanh,Đã dùng khoảng 1 tuần
Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2),15.490.000₫,Em Trinh,5,Rất tốt,Đã dùng khoảng 1 tuần
Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2),15.490.000₫,Thệ,5,Tôi dùng máy nhản hiệu Dell này rất tốt và mượt.,Đã dùng khoảng 1 tuần
Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2),15.490.000₫,Đặng Văn Thới,5,Chạy rất mượt.,Đã dùng khoảng 2 tuần
Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2),15.490.000₫,Nguyễn Tấn Cường,4,tốt,Đã dùng khoảng 1 tuần
Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2),15.490.000₫,NGUYỄN HỮU THẬT,4,"- Máy chạy êm, mượt
- Tính thần đón tiếp, phục vụ của nhân viên tốt",Đã dùng khoảng 1 tuần
Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2),15.490.000₫,Chị Hạnh,5,"Nhân viên giới thiệu máy rất tốt
Tư vấn nhiệt tình, dễ thương nữa",Đã dùng khoảng 1 tuần
Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2),15.490.000₫,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NAM KHANG MOTOR,5,Đã chỉnh sửa chức năng Loa ok,Đã dùng khoảng 1 tuần
Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2),15.490.000₫,Trần Tuấn Thiện,4,Tốt,Đã dùng khoảng 1 tuần
Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2),15.490.000₫,Nguyễn Văn Út Tuyên,3,Không có led bàn phím,Đã dùng khoảng 2 tuần
Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2),15.490.000₫,Cô Dung,4,"Hoạt động máy ổn định, tính năng họt động tốt",Đã dùng khoảng 2 ngày
Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2),15.490.000₫,Nguyễn Văn Đầy,2,Chỉ tặng có ba lô. Không tặng chuột gì cả tệ quá...,Đã dùng khoảng 3 ngày
Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2),15.490.000₫,Chị Quyên,4,😍😍,Đã dùng khoảng 2 ngày
Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2),15.490.000₫,Đích,4,,Đã dùng khoảng 4 tuần
Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2),15.490.000₫,Thu Trang,3,,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/2GB MX550/OfficeHS/Win11 (N3530I716W1),23.990.000₫,Trung,1,máy tính bị đơ miết,Đã dùng khoảng 7 tháng
Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/2GB MX550/OfficeHS/Win11 (N3530I716W1),23.990.000₫,Hiến,2,Win 11 bản quyền kem theo lỗi tùm lum. Không cài được Phần mềm,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/2GB MX550/OfficeHS/Win11 (N3530I716W1),23.990.000₫,Huyền,4,Máy sd bị nóng. Khi mua có được tấm để lót giữa màn hình với bàn phím ko Bữa mình mua không có,Đã dùng khoảng 4 ngày
Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/2GB MX550/OfficeHS/Win11 (N3530I716W1),23.990.000₫,Tien Dai,2,Máy dùng bị lỗi. Đôi lúc đơ màn hình và k thể tắt nguồn. Cảm biến vân tay chậm.,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/2GB MX550/OfficeHS/Win11 (N3530I716W1),23.990.000₫,Trương Minh Nghĩa,5,"Rất ổn nha, máy chỉ có nhược điểm là hơi nóng xíu thôi, còn lại 10/10",Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/2GB MX550/OfficeHS/Win11 (N3530I716W1),23.990.000₫,Anh thu,4,"Máy chạy tốt, ổn thích hợp dùng cho văn phòng",Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/2GB MX550/OfficeHS/Win11 (N3530I716W1),23.990.000₫,Thái,5,Máy có luôn Office trọn đời nên khá là ngon lành. Duyệt,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/2GB MX550/OfficeHS/Win11 (N3530I716W1),23.990.000₫,Trung Hoang,3,Nhờ mình web đã cập lại con này vỏ nhựaMới cập nhập lại hôm qua Vỏ nhựaKhách nào lỡ có mua trước đó tưởng vỏ nắp lưng kim loại và chỉ nghĩ tay bằng kim loại thì có thể ra cho bên TGDD hỗ trợ nhe Qua mình cũng trả lại vỏ nhựa hết,Đã dùng khoảng 1 ngày
Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/2GB MX550/OfficeHS/Win11 (N3530I716W1),23.990.000₫,Tùng,5,Ok,Đã dùng khoảng 2 tuần
Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/2GB MX550/OfficeHS/Win11 (N3530I716W1),23.990.000₫,HỒ THANH NAM,5,,Đã dùng khoảng 2 tuần
Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/2GB MX550/OfficeHS/Win11 (N3530I716W1),23.990.000₫,Anh Khoa,5,,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 14 7430 2-in-1 i7 1355U/16GB/512GB/Touch/Pen/OfficeHS/Win11 (i7U165W11SLU),27.990.000₫,Thảo,5,cho mình hỏi bút cảm ứng có hỗ trợ trình chiếu PPT trong dạy học không,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 14 7430 2-in-1 i7 1355U/16GB/512GB/Touch/Pen/OfficeHS/Win11 (i7U165W11SLU),27.990.000₫,Huynh Minh Dao,5,OK,Đã dùng khoảng 1 tháng
